word_id,english_word,word_type,turkish_meaning,category_1,category_2,category_3,english_level,sample_sentence_en,sample_sentence_tr,is_known
7071,mint,noun,nane,Kaggle -10000, , ,B2,If his books sell worldwide; he'll make a mint.,Kitapları dünya çapında satılırsa; çok para kazanacak.,0
7072,misconception,noun,yanlış kanı,Kaggle -10000,,,B2,There is a common misconception that...,Yaygın bir yanlış anlaşılma var...,0
7073,misfortune,noun,talihsizlik,Kaggle -10000, , ,B2,That was the worst film I've ever had the misfortune to see.,Hayatımda izlediğim en kötü filmdi.,0
7074,mist,noun,sis,Kaggle -10000, , ,B2,The mountain villages seem to be permanently shrouded in mist.,Dağ köyleri sürekli sisle kaplı gibi görünüyor.,0
7075,modernization,noun,modernizasyon,Kaggle -10000,,,B2,The modernization of the railway system is long overdue,Demiryolu sisteminin modernizasyonu uzun zamandır gecikmiştir,0
7076,mogul,noun,moğol,Kaggle -10000,,,B2,He is a media mogul,O bir medya patronu,0
7077,mold,noun,kalıba dökmek,Kaggle -10000,,,B2,There is mold on the bread,Ekmeğin üzerinde küf var,0
7078,monastery,noun,manastır,Kaggle -10000, , ,B2,The monks lived a secluded life in the monastery.,Rahipler manastırda inzivaya çekilmiş bir hayat yaşıyorlardı.,0
7079,moonlight,noun,ay ışığı,Kaggle -10000, , ,B2,The young lovers sat in the moonlight.,Genç aşıklar ay ışığında oturuyorlardı.,0
7080,moonscape,noun,ay manzarası,Kaggle -10000,,,B2,The landscape was like a moonscape,Manzara ay manzarasına benziyordu,0
7081,mortar,noun,harç,Kaggle -10000,,,B2,The soldiers used a mortar to attack the enemy,Askerler düşmana saldırmak için havan topu kullandılar,0
7082,mother-in-law,noun,Kayınvalide,Kaggle -10000,,,B2,My mother-in-law is coming to visit,Kaynanam ziyarete geliyor,0
7083,motorbike,noun,motosiklet,Kaggle -10000,,,B2,I have a new motorbike,Yeni bir motosikletim var,0
7084,mover,noun,taşıyıcı,Kaggle -10000, , ,B2,He's a great mover.,Çok iyi bir hareketçi.,0
7085,mustache,noun,bıyık,Kaggle -10000,,,B2,He has a long mustache,Uzun bir bıyığı var,0
7086,mutability,noun,değişkenlik,Kaggle -10000,,,B2,The mutability of the weather is a problem,Hava durumunun değişkenliği bir sorundur,0
7087,mutton,noun,koyun eti,Kaggle -10000, , ,B2,We had roast mutton for dinner.,Akşam yemeğinde kızarmış koyun eti yedik.,0
7088,narrator,noun,anlatıcı,Kaggle -10000,,,B2,The narrator of the story is a young boy,Hikayenin anlatıcısı genç bir çocuktur,0
7089,native speaker,noun,ana dili İngilizce olan,Kaggle -10000,,,B2,I am not a native speaker of English,Ben anadilim İngilizce değil,0
7090,navy,noun,donanma,Kaggle -10000, , ,B2,My brother is an officer in the Navy.,Kardeşim Deniz Kuvvetleri'nde subaydır.,0
7091,nerves,noun,sinirler,Kaggle -10000,,,B2,I have a case of nerves before an exam,Sınav öncesi gerginlik yaşıyorum,0
7092,netsurfer,noun,netsurfer,Kaggle -10000,,,B2,He is a keen netsurfer,O hevesli bir internet sörfçüsü,0
7093,neurosis,noun,nevroz,Kaggle -10000,,,B2,She suffers from a neurosis,O bir nevrozdan muzdarip,0
7094,newscaster,noun,haber spikeri,Kaggle -10000,,,B2,The newscaster read the evening news,Spiker akşam haberlerini okudu,0
7095,nightclub,noun,gece kulübü,Kaggle -10000, , ,B2,We went dancing at a nightclub.,Bir gece kulübünde dans etmeye gittik.,0
7096,nobility,noun,asalet,Kaggle -10000, , ,B2,He came from a family of great nobility.,Çok soylu bir aileden geliyordu.,0
7097,nobleman,noun,asilzade,Kaggle -10000,,,B2,He is a nobleman,O bir asilzadedir,0
7098,nomad,noun,göçebe,Kaggle -10000, , ,B2,The nomads traveled across the desert.,Göçebeler çölde yolculuk yaptılar.,0
7099,nostril,noun,burun deliği,Kaggle -10000, , ,B2,The horses came to a halt; steam streaming from their nostrils.,Atlar durdu; burunlarından buhar çıkıyordu.,0
7100,nought,noun,hiç,Kaggle -10000, , ,B2,He said it was only worth £10; but really you could add a couple of noughts to that (= it is really worth £1;000).,Bunun sadece 10 £ değerinde olduğunu söyledi; ama aslında buna birkaç sıfır daha ekleyebilirsiniz (= gerçekte 1.000 £ değerindedir).,0
7101,nourishment,noun,beslenme,Kaggle -10000,,,B2,We need to provide nourishment for the homeless,Evsizlere beslenme sağlamamız gerekiyor,0
7102,novelty,noun,yenilik,Kaggle -10000,,,B2,The novelty of the new toy soon wore off,Yeni oyuncağın yeniliği kısa sürede etkisini yitirdi,0
7103,nuisance,noun,sıkıntı,Kaggle -10000, , ,B2,I've forgotten my umbrella - what a nuisance!,Şemsiyemi unuttum - ne sıkıntı!,0
7104,nutshell,noun,özetle,Kaggle -10000, , ,B2,Well; to put it in a nutshell; we're lost.,Özetle; kaybolduk.,0
7105,oath,noun,yemin,Kaggle -10000, , ,B2,Medieval knights took an oath of allegiance/loyalty to their lord.,Ortaçağ şövalyeleri efendilerine bağlılık yemini ederlerdi.,0
7106,obedience,noun,itaat,Kaggle -10000, , ,B2,He demands unquestioning obedience from his soldiers.,Askerlerinden kayıtsız şartsız itaat bekler.,0
7107,obituary,noun,ölüm ilanı,Kaggle -10000, , ,B2,The newspaper published a lengthy obituary for the renowned artist.,Gazete; ünlü sanatçı için uzun bir ölüm ilanı yayınladı.,0
7108,offense,noun,suç,Kaggle -10000, , ,B2,Do you think he took offense (= was upset) at the joke about his age?,Yaşıyla ilgili yapılan şakadan dolayı alındığını (= üzüldüğünü) düşünüyor musun?,0
7109,ointment,noun,merhem,Kaggle -10000, , ,B2,She applied a soothing ointment to the rash.,Döküntüye yatıştırıcı bir merhem sürdü.,0
7110,olive,noun,zeytin,Kaggle -10000, , ,B2,I thought I'd dress up the frozen pizza with a few extra tomatoes and olives.,Dondurulmuş pizzayı birkaç ekstra domates ve zeytinle süsleyeceğimi düşündüm.,0
7111,Olympia,noun,Olympia,Kaggle -10000,,,B2,The ancient Olympic Games were held in Olympia,Antik Olimpiyat Oyunları Olimpiya'da düzenleniyordu,0
7112,Olympiad,noun,Olimpiyat,Kaggle -10000,,,B2,The next Olympiad will be held in Paris,Bir sonraki Olimpiyat Paris'te düzenlenecek,0
7113,optimist,noun,iyimser,Kaggle -10000,,,B2,I am an optimist,Ben bir iyimserim,0
7114,orator,noun,hatip,Kaggle -10000, , ,B2,The orator delivered a powerful speech.,Hatip güçlü bir konuşma yaptı.,0
7115,orchid,noun,orkide,Kaggle -10000, , ,B2,The demand for rare orchids; driven by collectors who want them at any cost; could drive some plants to extinction.,Nadir orkidelere olan talep; onları ne pahasına olursa olsun isteyen koleksiyoncuların yönlendirmesiyle; bazı bitkilerin neslinin tükenmesine yol açabilir.,0
7116,originality,noun,özgünlük,Kaggle -10000,,,B2,His work lacks originality,Çalışmaları özgünlükten yoksun,0
7117,ornament,noun,süs,Kaggle -10000, , ,B2,The building relies on clever design rather than on ornament for its impressive effect.,Yapının etkileyiciliği süslemelerden ziyade akıllı tasarıma dayanıyor.,0
7118,ounce,noun,ons,Kaggle -10000, , ,B2,There are 16 ounces in one pound.,Bir poundda 16 ons vardır.,0
7119,outback,noun,çöl,Kaggle -10000,,,B2,I would love to travel to the Australian outback,Avustralya'nın kırsal bölgelerine seyahat etmeyi çok isterim,0
7120,outpatient,noun,ayakta tedavi,Kaggle -10000,,,B2,I am an outpatient at the hospital,Ben hastanede ayakta tedavi gören bir hastayım,0
7121,outskirts,noun,dış mahalleler,Kaggle -10000, , ,B2,The factory is in/on the outskirts of New Delhi.,Fabrika Yeni Delhi'nin dışında bulunmaktadır.,0
7122,overcoat,noun,palto,Kaggle -10000,,,B2,I was wearing a thick overcoat,Kalın bir palto giyiyordum,0
7123,owl,noun,baykuş,Kaggle -10000, , ,B2,The owl is a predatory bird which kills its prey with its claws.,Baykuş; avını pençeleriyle öldüren yırtıcı bir kuştur.,0
7124,ox,noun,öküz,Kaggle -10000, , ,B2,The farmer used an ox to pull the plow.,Çiftçi sabanı çekmek için öküz kullanıyordu.,0
7125,ozone,noun,ozon,Kaggle -10000,,,B2,The ozone layer protects us from the sun's harmful rays,Ozon tabakası bizi güneşin zararlı ışınlarından korur,0
7126,pa,noun,baba,Kaggle -10000,,,B2,My pa is a farmer,Babam bir çiftçidir,0
7127,paintbrush,noun,boya fırçası,Kaggle -10000,,,B2,I need a new paintbrush,Yeni bir boya fırçasına ihtiyacım var,0
7128,pajamas,noun,pijama,Kaggle -10000, , ,B2,I need a new pair of pajamas.,Yeni bir pijama takımına ihtiyacım var.,0
7129,pallet,noun,palet,Kaggle -10000,,,B2,The goods were stacked on a pallet,Mallar bir palete istiflendi,0
7130,pancake,noun,krep,Kaggle -10000, , ,B2,Do you want a sweet pancake or a savoury one?,Tatlı mı yoksa tuzlu mu krep istersiniz?,0
7131,pandemic,noun,pandemi,Kaggle -10000,,,B2,The world is facing a global pandemic,Dünya küresel bir salgınla karşı karşıya,0
7132,papaya,noun,papaya,Kaggle -10000,,,B2,I had a papaya for breakfast,Kahvaltıda papaya yedim,0
7133,paperwork,noun,evrak işleri,Kaggle -10000, , ,B2,I've kept all the paperwork for the car.,Arabanın bütün evraklarını sakladım.,0
7134,paradox,noun,paradoks,Kaggle -10000,,,B2,It is a paradox that in a country with so much food people are starving,Bu kadar çok yiyeceğin olduğu bir ülkede insanların açlıktan ölmesi bir paradoks.,0
7135,paralysis,noun,felç,Kaggle -10000, , ,B2,Some nervous disorders can produce paralysis.,Bazı sinirsel bozukluklar felce yol açabilir.,0
7136,paramedic,noun,sağlık görevlisi,Kaggle -10000, , ,B2,Are paramedics more heroic than doctors?,Paramedikler doktorlardan daha mı kahraman?,0
7137,paratrooper,noun,paraşütçü,Kaggle -10000,,,B2,He is a paratrooper in the army,O orduda paraşütçü,0
7138,particle,noun,parçacık,Kaggle -10000, , ,B2,"In the sentence ""I tidied up the room""; the adverb ""up"" is a particle.","""Odayı topladım"" cümlesinde; ""up"" zarfı bir edattır.",0
7139,patriot,noun,vatansever,Kaggle -10000, , ,B2,This really calls into question his patriotism.,Bu durum onun vatanseverliğini gerçekten sorgulatıyor.,0
7140,patriotism,noun,vatanseverlik,Kaggle -10000,,,B2,His patriotism is unquestionable,Vatanseverliği tartışılmaz,0
7141,pavement,noun,kaldırım,Kaggle -10000, , ,B2,Keep to the pavement; Rosie; there's a good girl.,Kaldırıma doğru ilerle; Rosie; iyi bir kız var.,0
7142,paw,noun,pençe,Kaggle -10000, , ,B2,I found paw prints in the kitchen.,Mutfakta pati izleri buldum.,0
7143,pawnbroker,noun,rehinci,Kaggle -10000,,,B2,I sold my watch to a pawnbroker,Saatimi bir rehinciye sattım,0
7144,pawnshop,noun,rehinci,Kaggle -10000,,,B2,I bought a second-hand guitar at a pawnshop,Bir rehin dükkanından ikinci el bir gitar aldım,0
7145,peach,noun,şeftali,Kaggle -10000, , ,B2,Would you like peaches and cream for dessert?,Tatlı olarak şeftali ve krema ister misiniz?,0
7146,pearl,noun,inci,Kaggle -10000, , ,B2,A string of pearls around her neck set off the colour of her skin.,Boynundaki inci dizisi teninin rengini ortaya çıkarıyordu.,0
7147,pebble,noun,çakıl taşı,Kaggle -10000, , ,B2,This part of the coast has pebble beaches.,Sahilin bu kısmında çakıllı plajlar bulunmaktadır.,0
7148,pedal,noun,pedal,Kaggle -10000, , ,B2,This sewing machine is operated by a foot pedal.,Bu dikiş makinesi ayak pedalı ile çalıştırılmaktadır.,0
7149,pedestrian,noun,yaya,Kaggle -10000, , ,B2,A few pedestrians sheltered from the rain in doorways.,Birkaç yaya; kapı girişlerinde yağmurdan korunuyordu.,0
7150,peg,noun,mandal,Kaggle -10000, , ,B2,He took off his coat/hat and hung it on the peg.,Paltosunu/şapkasını çıkarıp askıya astı.,0
7151,penguin,noun,penguen,Kaggle -10000, , ,B2,What time do they feed the penguins at the zoo?,Hayvanat bahçesinde penguenlere saat kaçta yemek veriliyor?,0
7152,penicillin,noun,penisilin,Kaggle -10000,,,B2,Penicillin is an antibiotic,Penisilin bir antibiyotiktir,0
7153,pentagon,noun,Pentagon,Kaggle -10000,,,B2,A pentagon is a shape with five sides,Beşgen; beş kenarı olan bir şekildir,0
7154,permanence,noun,kalıcılık,Kaggle -10000,,,B2,Nothing has a sense of permanence,Hiçbir şeyin kalıcılık duygusu yoktur,0
7155,perseverance,noun,sabır,Kaggle -10000, , ,B2,It took a lot of patience and perseverance for all sides to reach an agreement.,Anlaşmaya varmak için tüm tarafların çok fazla sabır ve azim göstermesi gerekti.,0
7156,persistence,noun,ısrar,Kaggle -10000,,,B2,Her persistence paid off and she finally got the job,Azmi meyvesini verdi ve sonunda işi aldı,0
7157,personification,noun,kişileştirme,Kaggle -10000,,,B2,She is the personification of kindness,O; nezaketin kişileştirilmiş halidir,0
7158,perspiration,noun,terleme,Kaggle -10000, , ,B2,During the break between games; she had a drink of water and wiped the perspiration off her face and arms with a towel.,Maç aralarında su içip; yüzündeki ve kollarındaki teri havluyla sildi.,0
7159,persuasion,noun,ikna,Kaggle -10000,,,B2,He is a man of great persuasion,O; büyük ikna kabiliyetine sahip bir adamdır,0
7160,pessimist,noun,kötümser,Kaggle -10000,,,B2,I am a pessimist,Ben bir kötümserim,0
7161,pH,noun,pH,Kaggle -10000,,,B2,The pH of the water is neutral,Suyun pH değeri nötrdür,0
7162,pharmacist,noun,eczacı,Kaggle -10000,,,B2,I need to see a pharmacist,Bir eczacıya görünmem gerekiyor,0
7163,pi,noun,pi,Kaggle -10000,,,B2,Pi is a mathematical constant,Pi matematiksel bir sabittir,0
7164,pickle,noun,turşu,Kaggle -10000, , ,B2,Have some pickles with your sandwich.,Sandviçinizin yanında turşu da bulundurun.,0
7165,pillowcase,noun,yastık kılıfı,Kaggle -10000, , ,B2,She changed the pillowcase.,Yastık kılıfını değiştirdi.,0
7166,pine,noun,çam,Kaggle -10000, , ,B2,Pine is a softwood.,Çam yumuşak bir ağaçtır.,0
7167,pint,noun,pint,Kaggle -10000, , ,B2,He usually goes out for a pint at lunchtime.,Öğle yemeğinde genelde bir bira içmeye dışarı çıkıyor.,0
7168,piracy,noun,korsanlık,Kaggle -10000,,,B2,Music piracy is a serious problem,Müzik korsanlığı ciddi bir sorundur,0
7169,playmate,noun,oyun arkadaşı,Kaggle -10000,,,B2,My son's playmate is coming over to play,Oğlumun oyun arkadaşı oynamaya geliyor,0
7170,playwright,noun,oyun yazarı,Kaggle -10000,,,B2,Shakespeare was a famous playwright,Shakespeare ünlü bir oyun yazarıydı,0
7171,plum,noun,Erik,Kaggle -10000, , ,B2,Grandpa planted a lot of fruit trees; including gooseberry; blackcurrant; plum; and loganberry.,Büyükbabam bektaşi üzümü; siyah frenk üzümü; erik ve loganberry gibi birçok meyve ağacı dikti.,0
7172,plumber,noun,tesisatçı,Kaggle -10000, , ,B2,When is the plumber coming to repair the burst pipe?,Patlayan boruyu tamir etmek için tesisatçı ne zaman gelecek?,0
7173,pneumonia,noun,akciğer iltihaplanması,Kaggle -10000, , ,B2,People who are bedridden can easily get pneumonia.,Yatağa bağımlı olan kişiler kolaylıkla zatürreye yakalanabilirler.,0
7174,point of view,noun,bakış açısı,Kaggle -10000,,,B2,From my point of view you are wrong,Benim bakış açıma göre yanılıyorsun,0
7175,polar bear,noun,kutup ayısı,Kaggle -10000,,,B2,A polar bear is a large white bear that lives in the Arctic,Kutup ayısı; Arktik'te yaşayan büyük beyaz bir ayıdır,0
7176,polio,noun,çocuk felci,Kaggle -10000,,,B2,Polio is a serious disease,Çocuk felci ciddi bir hastalıktır,0
7177,politeness,noun,incelik,Kaggle -10000,,,B2,His politeness was very refreshing,Nezaketi çok ferahlatıcıydı,0
7178,polity,noun,siyaset,Kaggle -10000, , ,B2,The nation's polity was stable.,Ülkenin siyasi yapısı istikrarlıydı.,0
7179,polo,noun,polo,Kaggle -10000,,,B2,I like to play polo,Polo oynamayı severim,0
7180,porch,noun,sundurma,Kaggle -10000, , ,B2,For details; see the poster in the church porch.,Detaylar için kilisenin verandasındaki posteri inceleyebilirsiniz.,0
7181,practicality,noun,pratiklik,Kaggle -10000,,,B2,The practicality of the plan is questionable,Planın uygulanabilirliği şüpheli,0
7182,prawn,noun,karides,Kaggle -10000, , ,B2,Prawns are grey when they're raw; and turn pink when they're cooked.,Karidesler çiğken gri renktedir; pişince ise pembeye döner.,0
7183,predicament,noun,çıkmaz,Kaggle -10000, , ,B2,She is hoping to get a loan from her bank to help her out of her financial predicament.,İçinde bulunduğu mali sıkıntıdan kurtulmak için bankasından kredi almayı umuyor.,0
7184,predicate,noun,yüklem,Kaggle -10000, , ,B2,"In the sentence ""We went to the airport""; ""went to the airport"" is the predicate.","""Havaalanına gittik"" cümlesinde; ""havaalanına gitti"" yüklemdir.",0
7185,predictor,noun,tahminci,Kaggle -10000,,,B2,The weather is a good predictor of my mood,Hava durumu ruh halimin iyi bir göstergesidir,0
7186,prefect,noun,vali,Kaggle -10000,,,B2,He is a prefect at his school,O; okulunda başkan yardımcısıdır,0
7187,presenter,noun,sunucu,Kaggle -10000,,,B2,She is a TV presenter,O bir TV sunucusu,0
7188,prestige,noun,prestij,Kaggle -10000, , ,B2,The company has gained international prestige.,Şirket uluslararası alanda saygınlık kazandı.,0
7189,prime minister,noun,Başbakan,Kaggle -10000,,,B2,The prime minister gave a speech,Başbakan bir konuşma yaptı,0
7190,programmer,noun,programcı,Kaggle -10000,,,B2,He is a computer programmer,O bir bilgisayar programcısıdır,0
